LOAD,PV,ONWP,OFWP
0.6082611772125189,0.0,0.07517969229412803,0.02113442118898282
0.5754311140363909,0.0,0.07356932664105947,0.01786217330242705
0.5493202978814757,0.0,0.0719091604922847,0.016508567221161712
0.5303865587145352,0.0,0.06984773811969414,0.015868896373056995
0.5229139949971102,0.0,0.06813273992213575,0.01743031142623398
0.539800079078052,0.0,0.06685749104740295,0.02199650763566948
0.5900289665145035,0.0,0.06498030973139626,0.02638921570766294
0.6473241922827093,0.0028123629287452353,0.06231186304285,0.03020598159258249
0.6831100409843214,0.035980546277319295,0.058424370868177,0.0349134408235615
0.6968412670632567,0.09434297382781398,0.05119933492644875,0.03485967821107172
0.6989401594379545,0.1202016361408003,0.048124327609453614,0.03100173997818381
0.6955865962518177,0.15159790570286058,0.04900062216620167,0.02586821693482411
0.6882422175792383,0.1651103684002384,0.05183925173410999,0.021843868284701393
0.6824786653622888,0.16186072166090812,0.05135064022513179,0.021547295336787564
0.6773703627728593,0.13597422731688785,0.04827663453112835,0.027278452413416962
0.6711115167651529,0.09518433971800662,0.04392184468640643,0.041825702481592585
0.6837917356640729,0.047925350475232775,0.04038636534477665,0.05741189296427598
0.7243108814227732,0.013912562100204313,0.0390725951335103,0.06915977215707664
0.7495098942142817,0.0,0.03901944111970572,0.07549753217889284
0.7488946794575019,0.0,0.039968564214865505,0.07652673152440687
0.7250529957010261,0.0,0.04290632866663471,0.0728139993182438
0.6992352788750126,0.0,0.04431009189216135,0.061537608399236436
0.6770603679939206,0.0,0.045505667503357085,0.05439245800381784
0.6465850163435932,0.0,0.049489640814912125,0.05762456626670303
0.7098395611737417,0.0,0.052611007570398216,0.06737742323425144
0.671764195345928,0.0,0.05500911494080101,0.08025168857376602
0.6438837644458393,0.0,0.056872013658687014,0.09324426370329969
0.6257903902720406,0.0,0.06006049536337496,0.10606980174529587
0.6221306888770824,0.0,0.06345431811744595,0.11147585042268886
0.6474606414063773,0.0,0.06584608254723003,0.10828124720479956
0.7163037236286357,0.0,0.06660461522880404,0.10106891437142078
0.7922697072110333,0.0019594753093207778,0.06762291329842979,0.09210790782656122
0.8366318332683531,0.0363605493365839,0.0684687489864761,0.08296524979547315
0.8508820434973362,0.11168595611967952,0.06773429002296617,0.06714634551404416
0.852024139190594,0.1715814545129576,0.07064950156834202,0.054356574175074994
0.8475729226906443,0.2160794452651743,0.07721048346052714,0.04456554076902101
0.8367591000822184,0.22436674113775987,0.08635127959686918,0.036502165803108805
0.8323723433970834,0.20744205686786282,0.09579602381663832,0.028429986092173436
0.8298167229328004,0.16561118408189818,0.10038916325769445,0.02374380679029179
0.8230934356952743,0.10303825246139998,0.109144524169864,0.027681384783201528
0.8369030786999245,0.04692456025873502,0.12306632899841945,0.03829932274338697
0.8808143533459325,0.011697466400707597,0.14070112008762262,0.05659252781565312
0.9047355559052994,0.0,0.1539921012476062,0.07523737769293701
0.8978267860097594,0.0,0.16923104043761814,0.09419308794655032
0.8652573167858317,0.0,0.1792205551348273,0.11282634878647395
0.8339026671487991,0.0,0.18494242786802462,0.10886295936733024
0.8042458265942833,0.0,0.18683912003045522,0.10204617316607582
0.7662218817013645,0.0,0.19149761487634284,0.1063561333515135
0.7193432518195205,0.0,0.19231969896404386,0.11805154335969457
0.6806234714897547,0.0,0.18898403406072042,0.13360098622852468
0.6520591421555619,0.0,0.1864479721941499,0.14924808303790565
0.6335015103981394,0.0,0.17249162105709243,0.1756803362421598
0.6293435768732876,0.0,0.15707519947545162,0.2107782388873739
0.6554683501391029,0.0,0.14305110792905668,0.24721855672211615
0.7285468645809478,0.0,0.1339451742379397,0.29010002781565314
0.8086770256588629,0.0020793881243580366,0.127098353975215,0.33846342650668115
0.8531730297931062,0.03642000262540689,0.12216175404440258,0.3856047510226343
0.8668868094834159,0.09518841192878923,0.11902899825775484,0.41754744641396235
0.867138955710598,0.1363995812860053,0.12301196130382186,0.4348330559040087
0.8633861456942405,0.16841712890375954,0.12650842902322224,0.43285268393782383
0.8504019923408517,0.17953145971907128,0.12991867378724642,0.41667113526043087
0.8471174801244316,0.17453759863627077,0.1294543425577541,0.4091684820016362
0.846165458244089,0.1429446183193569,0.12861583742656985,0.43324778279247345
0.8410892937389686,0.09083483542712242,0.136241707620007,0.4664449979547314
0.8559721651133563,0.03865592088567619,0.14965528295359654,0.4947194929097355
0.8991573027001684,0.012686341348741241,0.159240602440288,0.5142102397054813
0.9231413122585856,0.0,0.16557348240776243,0.5259700148622852
0.9151123005671177,0.0,0.17321137649577184,0.5236208130624489
0.8818736246047706,0.0,0.18166664999218995,0.5073573887373876
0.8486461510603822,0.0,0.18158222147174966,0.4869930904008726
0.8171816809981094,0.0,0.18171600842690944,0.47447054199618216
0.7773069497413617,0.0,0.18169245867040804,0.46279669320970823
